"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Core/Shared/Post-Processing/Materials/M_SharpeningFilter.M_SharpeningFilter","0","6","1","1","6.531903","0","26"
"/Game/Core/Assets/PostProcessing/SharpenMaterial.SharpenMaterial","0","6","4","1","7.015243","0","17"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","6","4","1","18.613604","0","17"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","44","2","2","62.955597","0","466"
"/ControlRig/M_Manip.M_Manip","0","9","1","1","9.769806","0","53"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","9","1","1","11.134930","0","49"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","7","1","1","9.065956","0","34"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","28","1","1","54.075409","0","259"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","37","1","1","70.803864","0","296"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","37","1","1","72.719879","0","337"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","37","1","1","73.786865","0","332"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","4","1","1","5.260370","0","11"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","6","1","1","11.690056","0","17"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","54","9","6","67.303444","0","235"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","53","1","1","466.032898","0","567"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","10","1","1","11.742147","0","39"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","93","1","1","171.966660","0","1460"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","139","1","1","297.628662","0","2926"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","659","1","1","1074.597900","0","36690"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","28","1","1","39.929222","0","233"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","6","1","1","5.892807","0","22"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","6","1","1","5.651344","0","17"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","145","2","1","274.924774","0","3349"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","0","14","1","1","25.979321","0","84"
"/Game/Core/Assets/Props/NewsPaper/NewsPaper_MAT.NewsPaper_MAT","0","14","1","1","26.523869","0","112"
"/Game/Core/Assets/Characters/Shared/Material/EmmissiveEye_MAT.EmmissiveEye_MAT","0","28","1","1","53.434765","0","258"
"/Game/Core/Assets/Characters/Freddy/Materials/M_Freddy_Microphone.M_Freddy_Microphone","0","28","1","1","56.022335","0","242"
"/Game/Core/Assets/Characters/Freddy/Materials/M_Freddy_Suit.M_Freddy_Suit","0","37","1","1","78.441307","0","351"
"/Game/Core/Assets/Characters/Mech/Materials/M_Mech.M_Mech","0","37","1","1","77.692482","0","418"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","56","1","1","147.371582","0","631"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","82","1","1","219.066635","0","1309"
"/Game/Core/Assets/Characters/Freddy/Materials/M_Freddy_Eyes.M_Freddy_Eyes","0","37","2","1","69.088783","0","431"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","0","14","1","1","26.774660","0","82"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","0","15","1","1","34.141949","0","79"
"/Game/CRT_VCR_Material/Materials/00_animated_crt_v2_pp.00_animated_crt_v2_pp","0","18","3","3","14.638356","0","61"
"/Interchange/gltf/M_Unlit.M_Unlit","0","32","2","2","35.097832","0","217"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","0","24","1","1","291.143738","0","192"
"/Interchange/gltf/M_Transmission.M_Transmission","0","108","4","4","1433.008545","0","827"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","0","14","1","1","23.461937","0","98"
"/Interchange/Materials/SheenMaterial.SheenMaterial","0","14","1","1","23.582621","0","70"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","0","14","1","1","27.323084","0","86"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","0","14","1","1","23.917564","0","96"
"/Interchange/gltf/M_Sheen.M_Sheen","0","112","4","4","191.417679","0","946"
"/Interchange/gltf/M_Translucent.M_Translucent","0","200","8","8","2566.507568","0","1729"
"/Interchange/gltf/M_Opaque.M_Opaque","0","224","14","8","365.378357","0","1701"
